Crop,Region,Soil_Type,Soil_pH,Rainfall_mm,Temperature_C,Humidity_pct,Fertilizer_Used_kg,Irrigation,Pesticides_Used_kg,Planting_Density,Previous_Crop,Yield_ton_per_ha
3,0,1,1.5195034587205698,1.2046910978897052,-1.0665606097828766,-1.5218409383143126,-0.026171142171549176,1,-1.048961629250347,0.9090101850139207,2,125.87
0,2,2,0.26674527599810305,0.8693524019344688,-0.9456696367272942,1.6312700597470315,0.3712687986268942,2,-0.9444521513933831,-0.15394506587607262,3,139.7
1,3,0,-1.3861995484273748,-0.7417720590795165,-0.6866175516081889,1.4118227741676708,1.630291827869514,2,0.5117132400803145,1.1147434593797256,3,165.08
3,1,2,-0.32483497695417285,-0.789142329777104,1.3167185733128925,-1.3139435098707077,-1.0656294488751692,0,0.7416340913656355,-0.8568670866259067,2,74.56
1,3,0,-1.2818030332005017,-0.014357393791142507,0.7986144030746819,0.5744581318253724,1.000780313248204,2,0.6789284046514567,-1.6455113050281596,1,149.92
3,0,2,-1.2296047755870667,0.06164914224340456,-1.4292335289496243,-0.11853329631997805,1.0202354152453308,1,0.72769949431804,-1.4912113492538062,3,157.31
2,3,0,-0.8120187146795772,-1.5101339075132627,1.454879685376415,0.008515132173336357,-1.3935868825410174,0,1.4592658393167877,-1.4569224701928383,3,50.27
1,0,0,0.562535402474241,-0.36682432321895275,1.4376095463684744,-0.7133509388114037,0.27399328864126127,0,1.7100885861735013,0.5489769548737615,2,138.23
1,1,2,0.8235266905414224,0.43285007703184253,-0.4275654664890836,1.0768769172307515,1.7317362882831029,1,1.0690971219841223,0.9947323826663396,3,181.98
2,0,1,-0.6728233610437474,-0.42570262578092566,0.26324009382853064,-1.360142938413731,-0.8266096243390428,2,0.3863018666519579,-1.5255002283147734,1,79.38
0,3,2,1.5891011355384848,1.210311299497894,-0.75569810763995,-1.5911400811288476,1.481599262605761,1,0.2399885976522083,-1.1997558772355819,2,188.96
1,3,0,-1.5949925788811194,-0.6339177139319027,0.7295338470429201,1.4118227741676708,1.5510817697383559,1,1.0899990175555152,-0.7025671308515529,0,173.39
2,3,1,-1.1078088411557152,1.6315587914640086,-1.4983140849813854,-1.1118210099949806,-0.09982259973209957,2,-1.397326555440227,0.8061435478310179,3,133.28
2,3,2,-1.5079954828587248,-0.2434475164868186,-0.0476224083143959,0.6841817746150531,0.890997951978704,2,-1.397326555440227,0.7889991083005345,0,152.82
2,0,2,0.8931243673593372,1.6671534016492013,0.45321162291587475,-0.6613765817005025,1.2675931406373688,1,-0.45674125472755134,0.8747213059529533,1,185.54
2,0,2,0.3015441144070613,1.207902641665813,0.2805102328364712,1.5850706312040084,-1.0948121018708592,0,-0.12231092558526666,0.7547102292395665,1,96.02
1,0,1,1.3455092666757833,0.8182353301647562,-1.4292335289496243,-1.5969150096967257,1.3356859976273117,2,-0.2895260901564091,-0.5997004936686503,2,180.98
2,1,1,0.4059406296339329,0.22222633104878517,-0.2721342154176206,1.4753469884143275,0.5310785650318626,1,-0.20591850787083776,-1.1483225586441306,0,137.8
0,0,1,-1.4383978060408098,-0.6976133321580369,0.6086428739873377,0.22796241775269716,-0.5862001496602641,2,-0.5403488370131224,1.2004656570321446,0,93.36
1,1,0,1.2411127514489118,1.2820357771642972,-0.3757550494652624,-0.9270232958228869,1.416285705901122,1,-0.017801447728302708,0.10322152708118379,1,172.92
0,3,1,0.19714759918018818,-0.1353255426911957,0.5050220399396953,-1.3139435098707077,-1.1365016061504163,1,0.5813862253182904,0.4803991967518267,2,74.33
3,0,0,-0.15084078490938635,-0.7310669131591578,0.38413106688411297,0.3781105605175228,0.48660976046700155,1,0.49777864303271957,0.8747213059529533,1,120.78
3,0,1,0.2319464375891464,-0.7773666692647091,1.1958276002573096,-0.9385731529586429,-0.008105690317074333,2,-0.5264142399655273,0.4461103176908593,0,110.91
1,1,2,-0.725021618657184,0.45720428400065866,-1.4119633899416837,1.013352702984094,1.3773755019068685,2,1.5289388245547637,1.1833212175016605,2,171.52
2,0,2,1.6760982315608794,-1.3744461829727161,1.0922067662096677,-1.6719890810791385,1.071652470523451,1,-1.5366725259161789,0.5146880758127941,2,141.69
3,3,2,0.9279232057682939,-0.40670099177228886,-1.4119633899416837,1.6601447025864213,-0.5000418408158466,2,-0.7354331956794552,-1.0968892400526795,2,88.3
1,2,1,0.057952245544358356,0.999419924866827,-0.35848491045732245,0.4300849176284244,1.1466935782266539,1,0.316628881413982,-1.5083557887842896,2,167.68
1,1,0,-0.8120187146795772,-1.7121935367600334,-1.567394641013147,-0.8692740101441077,0.030804513677178992,0,-0.7424004942032528,1.4919211290503682,2,98.31
1,1,0,-1.1078088411557152,1.5373535073648519,1.7312019095034608,-0.27445636765268205,0.4671546584698749,2,0.316628881413982,-1.2511891958270331,2,150.33
0,1,1,1.1889144938354752,-0.6697799527651043,0.055998425733246475,-0.8923737244156192,-1.385248981685106,1,-0.8120734794412288,1.0118768221968228,1,60.78
2,3,2,-1.6645902556990344,-1.0661379804663853,-0.2721342154176206,1.169275774316798,-0.34301137469618187,1,0.12851182127144667,-1.1311781191136467,3,94.43
3,3,2,-1.7515873517214275,1.3114749284452836,0.09053870374912706,-0.4708039389605313,0.5185717137479954,1,-0.8120734794412288,-0.15394506587607262,1,143.44
1,0,0,0.005753987930921793,0.1791381187193413,-0.893859219703473,-1.516066009746435,-1.5256036460929479,2,-0.4846104488227416,-1.6455113050281596,0,63.55
0,0,0,-1.4557972252452898,0.34399736589286545,-1.3428828339099226,-1.1118210099949806,1.319010195915489,1,-0.5960872252035033,0.18894372473360288,2,171.05
3,0,0,0.7191301753145491,-1.6102270218686165,0.03872828672530587,-1.360142938413731,1.5635886210222234,1,1.3617236599836215,-1.1483225586441306,3,159.02
0,2,2,0.49293772565632615,0.9598108849614998,1.4203394073605349,1.1404011314774083,0.5130131131773877,1,0.010067746366887578,-1.354055833009936,2,149.06
2,0,2,1.6934976507653579,-1.6792752130549302,-0.3066744934335012,-0.7422255816507933,-1.6145412552226692,2,-0.4706758517751465,-0.9254448447478418,2,45.0
1,3,1,-1.5601937404721613,0.9691778876418137,-1.5846647800210873,-1.1753452242416373,0.21423833250722948,1,1.3756582570312164,0.9775879431358555,3,142.19
3,2,1,1.1193168170175603,0.2061686121682471,-0.9802099147431749,-1.1060460814271025,0.6700435792970524,0,-1.6969203919635236,-0.8225782075649394,1,147.29
2,1,0,0.7887278521324641,-0.7663938946963417,1.3167185733128925,-0.8750489387119856,-1.550617348660682,1,-0.19198391082324262,1.663365524355206,2,53.14
2,3,0,1.6934976507653579,0.28886586440301804,-0.7384279686320101,0.7996803459726116,0.7409157365722991,0,-0.6936294045366697,-0.5139782960162316,3,148.32
1,3,0,0.9453226249727722,1.2095084135538665,1.489419963392296,0.34923591767813317,0.6908883314368309,0,1.0969663160793126,-0.7368560099125205,0,164.5
1,3,1,-1.6297914172900763,0.8032481258762537,0.3150505108523518,0.8227800602441228,0.42685480433297013,2,-0.4846104488227416,-0.5311227355467152,1,146.19
2,0,1,-0.6380245226347891,1.2922056657886378,-1.0665606097828766,-0.08965865348058845,1.0341319166718497,1,1.4453312422691924,-1.7140890631500947,0,170.03
2,0,0,0.7365295945190291,-0.032823770503761215,0.8158845420826218,1.4291475598713044,0.2475899359308751,1,-0.03870334329969555,0.03464376895924868,3,124.51
1,0,1,-1.4557972252452898,-0.7476598893357139,1.4721498243843554,-1.5969150096967257,0.32957929434733724,0,-0.7284658971556577,1.2518989756235959,1,120.54
3,3,0,-1.2818030332005017,1.4444863665057406,0.9713157931540854,0.30303648913510994,-0.39303877983165014,0,-1.432163048059215,-0.9768781633392929,0,120.83
0,2,1,1.6586988123563997,-1.4951467032247605,0.9540456541461448,-0.45347915325689725,-0.049795194596631294,1,0.40720376222335053,0.18894372473360288,2,96.34
0,1,1,1.3107104282668252,-0.9004758473488343,1.2821782952970113,-1.4871913669070453,-1.193477261999144,1,-1.327653570202251,-0.839722647095423,2,75.18
2,0,0,-1.2296047755870667,-0.4109830501404324,0.21142967680470942,1.4118227741676708,-0.31104942141518843,1,1.0551625249365273,-1.5940779864367083,2,96.16
2,0,0,1.623899973947443,-1.02090873895287,0.9713157931540854,1.4753469884143275,0.6742125297250079,2,-1.153471107107311,0.6518435920566643,0,129.59
1,2,2,0.9801214633817305,-0.028006454839599616,-0.9974800537511155,-1.4756415097712894,0.7756569901385967,1,0.7764705839846234,-0.5311227355467152,0,149.77
0,0,0,-1.247004194791545,1.1947888379133733,-1.601934919029028,0.5340336318502268,-0.49448324024523893,1,-1.327653570202251,0.10322152708118379,2,119.69
3,1,1,0.9453226249727722,1.2616959999156152,-0.11670296434615708,0.447409703332058,-1.208763413568315,1,0.9645876441271583,-0.4625449774247801,0,87.44
2,0,2,0.3537423720204963,1.4460921383937941,-0.3239446324414412,-1.5449406525858245,-0.09982259973209957,1,0.2748250902711963,-1.1483225586441306,0,134.69
2,2,0,1.1889144938354752,-0.5876179578263511,1.7139317704955201,0.04316470358060355,0.21423833250722948,1,-0.045670641823493244,-0.9597337238088093,2,121.7
2,3,0,-0.029044850478034887,-1.5786468414035586,-0.6348071345843678,-1.4814164383391673,0.41156865276379895,1,1.6752520935545132,-0.5311227355467152,0,109.98
1,0,0,-0.39443265377208775,-1.110296707387865,1.4030692683525943,0.6957316317508084,0.13780757466137503,1,-1.5784763170589644,1.5433544476418197,0,110.67
2,0,2,-0.22043846172730125,-1.550010576066599,-1.4810439459734455,-0.701801081675648,-0.3624664766933085,0,0.6371246135086716,-0.5825560541381667,2,89.34
3,0,2,-1.3688001292228948,-0.27502769695187695,-0.35848491045732245,-1.4814164383391673,-1.167073909288758,0,-1.223144092345287,-0.2053783844675237,2,69.86
0,1,2,1.4325063626981767,-0.6424818306681894,-0.11670296434615708,1.1750507028846764,-0.4430661849671188,1,1.0203260323175394,-0.3253894611809102,0,102.45
2,0,1,0.7365295945190291,0.2896687503470448,-1.0838307487908172,-0.9847725815016661,1.6275125275842104,2,1.7240231832210962,0.7889991083005345,1,171.77
2,0,0,0.4059406296339329,0.4462315094322909,0.867694959106443,-0.9385731529586429,-1.151787757719587,0,-0.6936294045366697,0.8061435478310179,2,82.83
2,2,2,0.31894353361153965,0.2487215672016729,-0.8420488026796519,0.2857117034314764,0.40462040205053945,0,1.2014757939362763,-0.8911559656868742,2,133.63
0,0,0,-0.15084078490938635,-1.2952281031620616,1.0403963491858466,1.533096274093107,1.2606448899241094,1,-0.07353983591868353,0.9090101850139207,2,152.99
3,3,2,-0.7076221994527041,0.4475696526723358,-0.9802099147431749,-0.6498267245647469,-0.5848104995176123,1,-0.7075640015842648,0.7375657897090832,3,104.79
2,2,1,0.336342952816018,-1.4809623848802853,-0.9283994977193537,1.1288512743416523,-0.02339184188624514,2,1.0551625249365273,-1.4054891516013872,1,104.31
1,0,1,-0.8642169722930138,0.8372369641733928,-0.5829967175605465,1.63704498831491,1.491326813604324,0,-0.6169891207748961,-0.06822286822365382,1,187.24
2,0,2,-1.1774065179736302,-0.3264123973695986,0.5913727349793971,0.9498284887374372,0.019687312535963643,1,0.2887596873187914,1.6290766452942385,0,113.36
0,3,0,-0.9338146491109272,1.3963132098641264,-0.9283994977193537,-0.8461742958725961,1.4885475133190205,1,1.2293449880314673,-0.3253894611809102,1,183.27
2,1,0,-1.7167885133124694,0.4834318915055374,1.5066901024002366,0.47050941760356996,0.25592783678678643,2,1.1248355101745033,0.7718546687700505,1,134.67
1,2,2,-0.429231492181046,0.8482097387417602,0.9713157931540854,1.1981504171561876,-1.5019795936678655,0,-1.5227379288685836,-1.5597891073757408,2,82.68
0,0,0,1.5717017163340063,1.5619753429816772,-1.0838307487908172,-1.0425218671804453,0.3406964954885522,1,1.4941023319357758,1.0633101407882743,0,145.5
2,0,2,0.6495324984966343,-0.521781310416145,0.4186713448999936,-1.1002711528592246,0.9382460568288686,1,0.017035044890685275,-1.696944623619611,3,157.54
0,3,0,1.084517978608602,1.0631155430929617,-0.23759393740173945,-0.48235379609628687,-1.0739673497310807,1,0.9506530470795633,0.06893264802021638,2,95.52
0,0,2,0.2319464375891464,0.901467839695545,-0.6175369955764277,0.9209538458980476,-1.3421698272628972,0,0.5953208223658858,-0.8740115261563904,0,74.71
0,2,1,0.44073946804288955,1.6235299320237397,0.6431831520032183,0.58023306039325,-1.0517329474486503,0,0.8113070766036115,-1.1140336795831631,3,97.67
0,1,2,1.2933110090623468,-1.3905039018532541,-0.35848491045732245,-0.15318286772724565,-1.11009825344003,0,0.6301573149848738,-0.2225228239980077,2,62.5
0,3,1,-0.9164152299064487,-0.8052000486576419,-1.1529113048225783,-1.700863723918528,-0.9655746386042326,2,-0.8051061809174311,-0.9254448447478418,1,70.68
0,1,0,-0.25523730013625795,1.4768694329148255,-1.187451582838459,0.39543534622115717,1.0883282722352738,0,0.5883535238420882,0.5832658339347289,2,177.04
1,0,2,0.45813888724736945,-0.46450877974222593,-1.4119633899416837,1.5966204883397643,1.0938868728058815,0,-0.7563350912508481,0.8404324268919853,3,144.41
2,0,2,0.9801214633817305,-0.44416900249354435,-1.1529113048225783,1.6485948454506651,-0.9933676414572706,0,-0.25468959753742115,-0.7197115703820366,2,72.99
2,0,1,-0.5510274266123959,-1.2398289730242054,-1.0492904707749366,-0.7537754387865493,-1.164294609003454,0,0.72769949431804,-1.0283114819307444,2,54.2
0,2,0,0.9975208825862089,-1.6918537595113519,1.1267470442255483,0.291486631999354,-0.8168820733404795,1,-1.2301113908690844,-0.8054337680344553,1,71.1
2,3,1,-1.0904094219512368,1.7246935609711294,-1.6537453360528487,1.059552131527118,-0.7640753679197073,1,-1.3137189731546557,1.2690434151540793,1,94.3
3,3,1,1.0323197209951671,0.9991522962188182,0.38413106688411297,0.7939054174047332,1.4329615076129445,2,-0.08050713444248123,1.5262100081113357,2,180.61
3,2,1,-0.9686134875198853,-0.5991259896907368,-1.5846647800210873,0.07781427498787115,0.18227637922623563,1,-0.4149374635847657,-1.1826114377050982,2,117.2
1,2,2,-0.6380245226347891,1.680802462697659,1.575770658431998,0.12978863209877237,1.180045181650299,0,1.3895928540788118,1.1318878989102097,2,181.16
2,3,1,1.0149203017906872,1.5461852527491484,0.3150505108523518,0.6899567031829308,1.374596201621565,1,0.5744189267944928,0.5489769548737615,2,180.62
1,3,0,-1.7341879325169494,-0.11605628003455022,0.9367755151382042,0.7534809174295876,0.2823311894971726,2,0.4141710607471482,-0.39396721930284534,2,124.08
1,2,2,-0.3422343961586512,0.45345748292853316,0.7986144030746819,-1.6777640096470166,-1.2935320722700807,1,-1.5924109141065597,0.6689880315871477,0,79.73
3,2,2,-0.8294181338840555,-0.9518605477665562,-1.5846647800210873,-1.1522455099701256,1.4551959098953753,2,0.37933456812816024,-0.9597337238088093,1,159.08
2,1,1,0.9453226249727722,1.2761479469080996,1.454879685376415,-1.6142397954003593,-1.069798399303125,1,-0.7354331956794552,0.3946769990994079,1,88.37
1,3,2,1.3455092666757833,0.5995827247414296,1.3512588513287724,-0.7768751530580609,1.0063389138188117,1,-1.4739668392020004,0.18894372473360288,2,154.6
3,0,0,0.7887278521324641,1.3746352893753997,-1.671015475060789,-0.5920774388859676,0.16143162708645717,0,-1.202242196773894,0.2918103619165051,3,130.86
3,0,1,-1.5949925788811194,-0.6296356555637591,0.9885859321620254,-0.6498267245647469,-1.4992002933825617,1,1.2502468836028597,0.9775879431358555,2,60.65
2,1,2,0.5103371448608045,0.26665268661827357,0.8504248200985024,0.7650307745653436,0.09333877009651444,1,-0.7702696882984432,-1.0626003609917118,0,125.17
0,3,0,-1.6123919980855979,0.646952995439017,-0.8075085246637713,1.0191276315519724,0.41851690347705844,0,1.1248355101745033,0.2746659223860217,1,145.34
3,3,0,0.5103371448608045,1.3342233635260459,1.5066901024002366,-1.209994795648905,0.50745451260678,1,-0.4428066576799562,1.029021261727307,3,156.36
1,1,2,0.6321330792921559,-1.1603432645655418,-1.2910724168861014,1.0075777744162164,-1.6075930045094098,0,-0.8190407779650263,-1.576933546906225,0,44.14
0,3,1,-0.04644426968251323,-1.2936223312740078,-0.16851338136997826,-0.8981486529834973,1.6330711281548185,0,0.5883535238420882,1.5604988871723038,2,166.36
0,1,0,-1.3688001292228948,1.3706208596552651,0.9713157931540854,-1.2908437955991956,0.3129034926355142,2,-1.014125136631359,1.0118768221968228,3,145.51
1,3,0,-1.5079954828587248,1.2788242333881894,-0.7211578296240695,0.8747544173550243,0.06554576724347647,1,0.9297511515081702,-1.1826114377050982,1,143.76
2,1,1,1.154115655426517,0.9812211768022172,0.5913727349793971,0.34923591767813317,-0.05535379516723897,0,-1.5018360332971907,-0.39396721930284534,2,132.0
3,1,2,0.2145470183846665,-0.7045716770062701,-0.9629397757352348,-1.6026899382646038,-1.4477832381044413,1,0.8531108677463967,0.4803991967518267,1,54.05
1,2,0,-1.4035989676318532,-0.03095036996769832,1.644851214463759,0.6841817746150531,-1.3380008768349414,1,-0.4915777473465393,0.17179928520311888,3,73.46
1,3,1,0.5799348216787193,-1.1006620760595422,-0.5139161615287854,1.2674495599707227,1.537185268311837,2,-0.791171583869836,1.2004656570321446,2,159.85
0,3,0,-0.25523730013625795,0.5382957643473757,0.47048176192381475,1.6659196311542996,-1.5520069988033338,0,-1.3694573613450363,-1.5426446678452572,1,61.29
3,3,2,-1.4383978060408098,-1.3851513288930748,-0.75569810763995,-0.7480005102186713,0.8340222961299762,2,1.0899990175555152,1.149032338440693,2,135.53
1,3,1,-1.3688001292228948,-0.7227704250708797,-1.2910724168861014,-0.7191258673792816,-0.6487344060795996,0,-0.12231092558526666,1.1661767779711771,2,88.16
1,1,0,1.2411127514489118,-1.2213625963115866,0.09053870374912706,-0.24558172481329246,0.3267999940620332,1,-0.42190476210856337,-0.2053783844675237,3,112.54
3,0,1,-0.09864252729594979,0.784514120515626,-1.3946932509337437,-0.18205751056663524,-0.6098242020853467,1,-1.202242196773894,-1.6626557445586436,2,103.1
1,1,1,1.1889144938354752,0.06031099900335972,1.454879685376415,1.4291475598713044,-0.6945928607871124,0,-1.7108549890111187,-0.10251174728462122,2,100.27
2,3,2,-0.011645431273556547,-0.41687088039662984,-1.4810439459734455,0.2857117034314764,0.6366919758734068,1,-0.5751853296321104,-0.10251174728462122,3,132.68
2,2,0,1.6065005547429647,0.8219821312368815,1.1267470442255483,0.3665607033817676,-1.1893083115711882,2,0.5535170312231001,1.3376211732760148,1,78.86
3,3,2,-0.29003613854521615,-0.789142329777104,0.9885859321620254,-1.0598466528840789,-0.8710784289039034,1,1.612546406840335,-0.7882893285039716,2,79.4
3,3,1,0.5799348216787193,0.09135592217239973,-1.4292335289496243,-0.8750489387119856,-0.8210510237684351,1,1.4383639437453952,-1.6455113050281596,3,93.83
0,0,1,1.5891011355384848,0.6456148521989722,-0.393025188473203,0.09513906069150516,0.0057908111094446555,0,-0.463708553251349,-1.268333635357517,2,131.36
1,3,1,0.2841446952025814,0.2505949677377355,1.023126210177906,0.10091398925938275,0.5157924134626913,2,-0.7005967030604672,-0.5311227355467152,0,145.1
0,2,1,0.26674527599810305,0.8230526458289176,0.03872828672530587,0.16443820350603996,0.2587071370720901,1,-0.3452644783467897,-0.8740115261563904,0,129.95
2,1,0,-0.029044850478034887,0.4660360293849545,0.867694959106443,-0.27445636765268205,-1.456121138960353,1,-1.000190539583764,-0.39396721930284534,3,76.32
2,0,2,-0.22043846172730125,0.8350959349893211,-0.9111293587114137,0.5629082746896164,-1.2226599149948338,1,0.8252416736512064,-0.6511338122601017,2,87.11
3,2,2,0.858325528950379,-0.7554211201279739,-0.6002668565684871,0.04316470358060355,-0.6126035023706503,2,-0.017801447728302708,0.9947323826663396,2,92.87
2,0,1,-1.4557972252452898,-1.2866639864257747,1.5412303804161167,-1.648889366807627,-1.4964209930972578,2,1.4244293466977997,1.4233433709284335,0,52.95
0,0,1,-1.1426076795646718,-1.3471480608758013,-0.4966460225208448,1.5273213455252292,-1.5381104973768147,1,0.7067975987466475,0.6346991525261803,3,44.48
0,1,2,-0.3770332345676094,1.041437622604235,-0.35848491045732245,-0.00880965353029765,0.918790954831742,2,0.3444980755091723,-0.6511338122601017,1,165.52
3,0,0,-1.542794321267683,0.9234133888322804,-0.531186300536726,0.6841817746150531,-0.9961469417425742,0,-0.7842042853460384,0.4118214386298913,2,89.02
1,1,1,0.19714759918018818,-0.306607877416935,-1.1529113048225783,-1.082946367155591,-1.246283967419916,1,-1.1465038085835135,0.05178820848973269,0,69.21
1,2,0,-0.6902227802482257,-0.08902578658564443,-0.7729682466478907,-0.00880965353029765,-0.1331742031557452,2,-1.118634614488323,-1.5940779864367083,3,112.35
1,1,0,0.44073946804288955,0.05469079739517134,0.6086428739873377,-1.562265438289458,0.510233812892084,2,1.661317496506918,1.457632249989401,2,133.03
2,0,2,1.6412993931519213,-0.13826945781929442,1.6966616314875795,1.4406974170070603,-0.17208440714999854,1,1.7240231832210962,0.03464376895924868,2,113.07
3,2,2,-1.5079954828587248,1.0031667259389527,-0.3066744934335012,-0.4939036532320429,-0.3763629781198275,1,-0.21288580639463547,-0.23966726352849144,1,112.4
1,1,1,0.02315340713540168,0.09992003890868681,0.867694959106443,0.7072814888865644,0.18088672908358383,2,-0.3591990753943851,-0.6682782517905854,0,141.64
0,1,0,1.1019173978130818,0.044253280122821655,-0.531186300536726,0.10668891782726075,0.7534225878561663,0,0.02400234341448272,0.9947323826663396,2,140.69
2,1,0,-1.542794321267683,-1.6509065763659798,0.03872828672530587,0.07203934641999316,0.9938320625349446,0,1.5846772127451443,-1.0111670424002606,2,132.54
1,0,1,0.8235266905414224,0.21473272890453388,1.7312019095034608,0.7072814888865644,-0.19014985900447298,1,-1.376424659868834,1.457632249989401,0,124.58
0,0,1,-0.6380245226347891,0.12614764641356552,-0.13397310335409768,1.2212501314276996,1.263424190209413,0,1.1666393013172884,1.4747766895198848,2,156.04
1,0,0,1.4325063626981767,-0.994681131447991,0.4014012058920536,-1.406342366956754,-0.12205700201452988,0,-1.4182284510116197,-0.03393398916268612,3,102.57
3,3,0,0.9801214633817305,-0.8432033166749152,-0.7038876906161295,-0.34953043903509484,-0.9058196824702008,1,1.4732004363643831,1.1661767779711771,0,75.8
0,2,0,-0.429231492181046,-0.8707690674198391,-1.187451582838459,0.9325037030338036,-0.09843294958944775,2,-1.5784763170589644,-0.411111658833329,2,106.08
3,3,1,1.5717017163340063,0.7213537595855098,0.3495907888682324,-0.8230745816010845,-1.180970410715277,2,1.0412279278889318,1.7147988429466574,1,84.26
0,0,1,-0.5336280074079176,0.6517703111031783,0.03872828672530587,1.5966204883397643,-1.1976462124270997,1,0.867045464793992,0.7718546687700505,2,84.87
0,1,0,1.2237133322444318,0.5484656529717163,1.6966616314875795,-0.2513566533811701,0.21562798264988128,2,0.23302129912841063,-0.8568670866259067,1,139.61
1,2,2,-1.5775931596766395,-0.8924469879085654,-1.187451582838459,-0.03190936780180925,-1.0836949007296441,2,0.6231900164610761,0.8232879873615019,2,73.22
0,3,2,1.5021040395160914,-0.4080391350123337,0.7122637080349801,0.40698520335691235,-0.8502336767641249,2,-0.3940355680133731,1.5776433267027872,3,95.09
3,2,2,1.2237133322444318,1.6224594174317042,-1.187451582838459,0.30881141770298837,-0.7126583126415871,2,-1.5715090185351668,1.5776433267027872,3,105.69
1,3,0,1.4151069434936983,1.3925664087920007,-0.2721342154176206,0.8574296316513909,1.2008899337900776,1,-0.4149374635847657,-0.03393398916268612,2,169.72
0,1,2,-0.4118320729765661,-1.308341906914501,1.161287322241429,-1.3312682955743413,-1.232387465993397,0,0.0031004478430901304,-1.628366865497676,3,58.72
3,3,2,-1.0208117451333218,1.2552729123634003,1.3857991293446537,-1.6142397954003593,0.40323075190788765,1,1.661317496506918,1.1833212175016605,1,146.9
3,1,1,1.7108970699698363,-0.3858259572275895,-0.35848491045732245,1.3944979884640372,-1.2574011685611315,1,0.05187153750967326,0.6689880315871477,3,58.05
2,0,1,-0.46403033059000265,-1.6605412076943025,-0.6002668565684871,-0.32643072476358326,0.41017900262114715,1,-0.930517554345788,0.05178820848973269,2,121.24
2,2,0,1.2237133322444318,-0.9018139905888792,-0.5139161615287854,1.6254951311791541,0.8520877479844511,2,0.7973724795560161,-1.7140890631500947,3,135.09
3,3,0,1.4151069434936983,1.547791024637202,-1.4983140849813854,1.4637971312785725,0.9243495554023496,2,0.8949146588891823,-0.7368560099125205,0,173.07
2,3,1,-0.5858262650213542,0.5166178438586496,0.4014012058920536,-1.134920724266492,0.09611807038181808,0,1.3547563614598237,-0.016789549632202416,3,126.23
